,uid,topic_item,rankings,labelstr
13,16,69,"[ 442  858  415  185  252  904  287 1082  575  555 1070 1060  255  908
  118  611 1066  821 1081 1077 1085  972 1083  176  906]","[ 442  858  415  185  252  904  287 1082  575  555 1070 1060  255  908
  118  611 1066  821 1081 1077 1085  972 1083  176  906]"
14,16,73,"[ 680   76   73  519  300  189 1007  938  766  743 1008  136  434  595
 1005  867  542  132 1089  791  223   23  862  112  357]","[ 680   76   73  519  300  189 1007  938  766  743 1008  136  434  595
 1005  867  542  132 1089  791  223   23  862  112  357]"
15,16,74,"[ 612  198 1113  283   27  754  813 1006  306  310  124  501  417  127
  890  667  819  737  518  559  823  831  483  865  917]","[ 612  198 1113  283   27  754  813 1006  306  310  124  501  417  127
  890  667  819  737  518  559  823  831  483  865  917]"
16,16,79,"[ 333  940  959 1054   57 1143  950 1189  330  405 1148 1142  653 1146
 1078 1144  345 1124  344  320  257  549  961 1154 1163]","[ 333  940  959 1054   57 1143  950 1189  330  405 1148 1142  653 1146
 1078 1144  345 1124  344  320  257  549  961 1154 1163]"
17,16,83,"[ 159 1114 1188  787  769 1010  304 1156   10  773  276   82 1102  318
 1038  893  822  532  206  139  216  140   97  134  459]","[ 159 1114 1188  787  769 1010  304 1156   10  773  276   82 1102  318
 1038  893  822  532  206  139  216  140   97  134  459]"
18,16,94,"[  23  189   76 1091  745  868  369  223  357 1174  743  962  744  891
  475  829  595  562  300  938  427  136  625 1089  393]","[  23  189   76 1091  745  868  369  223  357 1174  743  962  744  891
  475  829  595  562  300  938  427  136  625 1089  393]"
19,16,95,"[ 667   27  689  198 1006  737  820  917  863  755  547  890  831  865
  127  319  593 1113 1130  918  306  483  417  310   41]","[ 667   27  689  198 1006  737  820  917  863  755  547  890  831  865
  127  319  593 1113 1130  918  306  483  417  310   41]"
0,17,1,"[ 502  644  646  166 1069  537  561  645  640  325  778  634  635  578
  657  563  581  656  291  643  636  511  651  510  568]","[ 502  644  646  166 1069  537  561  645  640  325  778  634  635  578
  657  563  581  656  291  643  636  511  651  510  568]"
1,17,2,"[ 420  694  234  801  985  993  464  144 1093  103  991 1097   58  804
  939    8  994 1051 1056  933  665  987   75  280  808]","[ 420  694  234  801  985  993  464  144 1093  103  991 1097   58  804
  939    8  994 1051 1056  933  665  987   75  280  808]"
2,17,9,"[ 312   74  432  909   63  570 1029 1092 1068   13  391  664 1121  378
   65  183  461  541  825 1016   78 1145  928   86  326]","[ 312   74  432  909   63  570 1029 1092 1068   13  391  664 1121  378
   65  183  461  541  825 1016   78 1145  928   86  326]"
3,17,10,"[1023  655  696  701 1009  523  174  334  730  305  156  165  321  526
  557  669  768  590   35   47  182  719 1024  527  997]","[1023  655  696  701 1009  523  174  334  730  305  156  165  321  526
  557  669  768  590   35   47  182  719 1024  527  997]"
4,17,13,"[ 852  683  757  678  660  128   77  348  107  233  771  585  589  986
  423 1063  604  853 1134  438  599  776  592  775  317]","[ 852  683  757  678  660  128   77  348  107  233  771  585  589  986
  423 1063  604  853 1134  438  599  776  592  775  317]"
5,17,21,"[ 760  190  915  323  465   95  260  679  861  746  627  263  718  735
  693  729  957  269  700  180  963 1183   43  995  699]","[ 760  190  915  323  465   95  260  679  861  746  627  263  718  735
  693  729  957  269  700  180  963 1183   43  995  699]"
6,17,26,"[ 556   77  259  317  349  348  605  585  660  775  409  677  710 1063
  128  375  853  604  338 1018  455  494  678  450  589]","[ 556   77  259  317  349  348  605  585  660  775  409  677  710 1063
  128  375  853  604  338 1018  455  494  678  450  589]"
7,17,42,"[ 755  900   55 1001  689 1113  831  857 1006  267  947  924  819  612
  319  890  198  863  278  501  754   41  448  559  667]","[ 755  900   55 1001  689 1113  831  857 1006  267  947  924  819  612
  319  890  198  863  278  501  754   41  448  559  667]"
8,17,44,"[ 903  143  668  662  383  242  261  896 1122  554  839  277  855  840
 1064  188  191  848  792  531  942  984  197  462  235]","[ 903  143  668  662  383  242  261  896 1122  554  839  277  855  840
 1064  188  191  848  792  531  942  984  197  462  235]"
9,17,46,"[ 693   30  957  627  180  700   33  999  406  760  298   94  273  735
  729   12   43  465  451   51 1183  190   95  129  679]","[ 693   30  957  627  180  700   33  999  406  760  298   94  273  735
  729   12   43  465  451   51 1183  190   95  129  679]"
10,17,48,"[ 881 1198   54  367  161  221  286 1055 1032  445 1017  236  888  886
  869  466  460  588  878  889  749  748  468  467  879]","[ 881 1198   54  367  161  221  286 1055 1032  445 1017  236  888  886
  869  466  460  588  878  889  749  748  468  467  879]"
11,17,52,"[ 687  340   21 1049  943   25 1094  758   17  491   49 1103   90  515
  412  479  543  956  803    9  426  343  574 1107  770]","[ 687  340   21 1049  943   25 1094  758   17  491   49 1103   90  515
  412  479  543  956  803    9  426  343  574 1107  770]"
12,17,54,"[ 991  265 1056 1051 1045  327    4    5  939  145  234    2    3   58
   75 1093  665   22  508  135  280  804 1040  993  994]","[ 991  265 1056 1051 1045  327    4    5  939  145  234    2    3   58
   75 1093  665   22  508  135  280  804 1040  993  994]"
13,17,55,"[1094   48  172  759 1096 1046 1028  340    9 1107 1049 1061  479  758
  770  371  965 1047 1118  687   17  543  412  956  943]","[1094   48  172  759 1096 1046 1028  340    9 1107 1049 1061  479  758
  770  371  965 1047 1118  687   17  543  412  956  943]"
14,17,57,"[ 204  403  937 1004  673  200  764  553  720  641  639  843  935 1044
  275   20  295 1194  603 1169  681  474   72  482  711]","[ 204  403  937 1004  673  200  764  553  720  641  639  843  935 1044
  275   20  295 1194  603 1169  681  474   72  482  711]"
15,17,61,"[ 228  263  995  957  173  129  451  260  674  180  760  406  323  729
  699  111   43  693  100   33 1183  700   61   95  915]","[ 228  263  995  957  173  129  451  260  674  180  760  406  323  729
  699  111   43  693  100   33 1183  700   61   95  915]"
16,17,73,"[1008 1005  744  300  519  743  584 1007  891   36  136  215  829  598
  132  868   23  431   19  962  745  680  595  562  302]","[1008 1005  744  300  519  743  584 1007  891   36  136  215  829  598
  132  868   23  431   19  962  745  680  595  562  302]"
17,17,86,"[1061  628 1028  418 1047 1118  491 1049  446  956   17  296  479    9
  543  515  574  687  412  943  770  758   25 1103  343]","[1061  628 1028  418 1047 1118  491 1049  446  956   17  296  479    9
  543  515  574  687  412  943  770  758   25 1103  343]"
18,17,95,"[ 689  198  501  924  890  559  807  127  813  521  863  109  857  319
   27  448  737  547  267 1113  667  917 1006  754  865]","[ 689  198  501  924  890  559  807  127  813  521  863  109  857  319
   27  448  737  547  267 1113  667  917 1006  754  865]"
19,17,99,"[ 668  839  232  848  531  942  197  840  277  535  856  462  798  143
  235  870  386   50 1178 1122  896  261 1064  380  540]","[ 668  839  232  848  531  942  197  840  277  535  856  462  798  143
  235  870  386   50 1178 1122  896  261 1064  380  540]"
0,18,0,"[  40  192   37  520   34  208  384 1179  690   53  209   29  207   31
 1175 1180  396  424  178  736   16  389  249  546   62]","[  40  192   37  520   34  208  384 1179  690   53  209   29  207   31
 1175 1180  396  424  178  736   16  389  249  546   62]"
1,18,7,"[ 172 1028  515  479  759  418  491  412  446   14  343 1061  574 1096
  296 1053   25   90  258  687 1118 1049   85  628   17]","[ 172 1028  515  479  759  418  491  412  446   14  343 1061  574 1096
  296 1053   25   90  258  687 1118 1049   85  628   17]"
2,18,18,"[ 167  886  367  168  883  203  573  873  470  463  888  889  887 1055
  162   54  878  879  749  160  869  872  468  880  222]","[ 167  886  367  168  883  203  573  873  470  463  888  889  887 1055
  162   54  878  879  749  160  869  872  468  880  222]"
3,18,24,"[ 469  285  777  513  484 1132 1042  243 1011 1136  945 1050  279  951
  617 1048  952  964  311   60  851  621  292  600   39]","[ 469  285  777  513  484 1132 1042  243 1011 1136  945 1050  279  951
  617 1048  952  964  311   60  851  621  292  600   39]"
4,18,25,"[180 100 760 746  30 729 281  24 451 714 627 126 173  11 111 915 699 735
 228  12 129 967  51 273  61]","[180 100 760 746  30 729 281  24 451 714 627 126 173  11 111 915 699 735
 228  12 129 967  51 273  61]"
5,18,31,"[1182  238  828    7   70  548 1193  101  414  723  436  913  239  399
  360  266  149  809 1112  195    0  930  146   93  270]","[1182  238  828    7   70  548 1193  101  414  723  436  913  239  399
  360  266  149  809 1112  195    0  930  146   93  270]"
6,18,32,"[ 226  779   68 1059 1027  362  341  364 1098  806  615  361  359  741
  712  387  157 1015  702 1036  131  324  339 1123  251]","[ 226  779   68 1059 1027  362  341  364 1098  806  615  361  359  741
  712  387  157 1015  702 1036  131  324  339 1123  251]"
7,18,49,"[1041  195  436  231  566   87  138    0  360 1182  238  721  458  437
    7  101  809 1112  447  885  270  529  388   70 1193]","[1041  195  436  231  566   87  138    0  360 1182  238  721  458  437
    7  101  809 1112  447  885  270  529  388   70 1193]"
8,18,57,"[ 204  200  295  673  684  937  720  553  403   28  711  275  817  473
   72  433 1044 1043  953 1025  692  681  764  802  843]","[ 204  200  295  673  684  937  720  553  403   28  711  275  817  473
   72  433 1044 1043  953 1025  692  681  764  802  843]"
9,18,62,"[ 477  473 1194 1127  603  911   20  482  953  781  936  817  934  692
  711  686  682  681  204  293  201   72  474  403  425]","[ 477  473 1194 1127  603  911   20  482  953  781  936  817  934  692
  711  686  682  681  204  293  201   72  474  403  425]"
10,18,63,"[1078 1146 1150  344  268 1088 1149 1173  940  495  653 1148 1151  405
   44  332 1124 1105  345  816  397   57  400  407 1144]","[1078 1146 1150  344  268 1088 1149 1173  940  495  653 1148 1151  405
   44  332 1124 1105  345  816  397   57  400  407 1144]"
11,18,68,"[ 261  903  197  380 1064  188  191  143 1178  931  662  120  855  792
  856  616  848  277  299  554  668  535  232  870  386]","[ 261  903  197  380 1064  188  191  143 1178  931  662  120  855  792
  856  616  848  277  299  554  668  535  232  870  386]"
12,18,81,"[ 196 1027  361  860  780 1126 1098  150 1167  884 1036 1037  443  157
 1058  712  362  789  812  806  472  533 1026  226 1168]","[ 196 1027  361  860  780 1126 1098  150 1167  884 1036 1037  443  157
 1058  712  362  789  812  806  472  533 1026  226 1168]"
13,18,82,"[1025  275  632  934 1127  692  843  201  204  936  720 1194  686  781
 1169  935  641  817  682  293  638  911 1044  953  684]","[1025  275  632  934 1127  692  843  201  204  936  720 1194  686  781
 1169  935  641  817  682  293  638  911 1044  953  684]"
14,18,83,"[1114 1010  787  318  139   82 1012 1102  217  137  893    6  134  304
  793  116  769  439  140 1188   97  752 1159  130 1156]","[1114 1010  787  318  139   82 1012 1102  217  137  893    6  134  304
  793  116  769  439  140 1188   97  752 1159  130 1156]"
15,18,88,"[ 702  362  533 1026 1037  712  780 1015  226  929 1157 1036  471  472
 1186  810 1059 1133  860  359 1126  387 1123  324 1167]","[ 702  362  533 1026 1037  712  780 1015  226  929 1157 1036  471  472
 1186  810 1059 1133  860  359 1126  387 1123  324 1167]"
16,18,89,"[  21  758  759  426 1053 1049   17  392  419  412    9  296  770 1096
 1073  543  479   48  965  574   49  687  491  515 1094]","[  21  758  759  426 1053 1049   17  392  419  412    9  296  770 1096
 1073  543  479   48  965  574   49  687  491  515 1094]"
17,18,91,"[ 537  510  565  634  350  651  763 1034  564  329  579 1022  282  643
  635  731  675  303  946  645  647  578  640  568 1158]","[ 537  510  565  634  350  651  763 1034  564  329  579 1022  282  643
  635  731  675  303  946  645  647  578  640  568 1158]"
18,18,92,"[ 891  369  829  625  136  745  740  434  867  766   19  791 1007  744
 1091   73  962  246  357 1008  189  223 1005 1089  542]","[ 891  369  829  625  136  745  740  434  867  766   19  791 1007  744
 1091   73  962  246  357 1008  189  223 1005 1089  542]"
19,18,96,"[ 888  468  236  222  886  528 1055  883  878  470  573  445  879   54
  881  869  749  613 1032   59   91  203  160  588  168]","[ 888  468  236  222  886  528 1055  883  878  470  573  445  879   54
  881  869  749  613 1032   59   91  203  160  588  168]"
0,19,7,"[ 172  515 1028  479  446  759   90  491  412   14  418 1049 1053 1061
 1096   25  574  343  687  770   85  956  628  296 1118]","[ 172  515 1028  479  446  759   90  491  412   14  418 1049 1053 1061
 1096   25  574  343  687  770   85  956  628  296 1118]"
1,19,10,"[1023  701  655  305  156  719  590 1009  557  182  696  669  489  730
  334  321  165  523  849  174  697  997  526 1024  342]","[1023  701  655  305  156  719  590 1009  557  182  696  669  489  730
  334  321  165  523  849  174  697  997  526 1024  342]"
2,19,18,"[ 573  749  887  468  869  881  873  878  203  888  886  162  889  470
  879   54  167  880   88 1125  286  164  160  883  168]","[ 573  749  887  468  869  881  873  878  203  888  886  162  889  470
  879   54  167  880   88 1125  286  164  160  883  168]"
3,19,20,"[ 185  980  912  352  356 1070  184  858  248  355 1066  347 1137 1087
  908  442  977 1082  252  906 1084  176 1075  876 1060]","[ 185  980  912  352  356 1070  184  858  248  355 1066  347 1137 1087
  908  442  977 1082  252  906 1084  176 1075  876 1060]"
4,19,24,"[ 285 1011  484  513  279  617  469 1050  408  951 1136 1042 1132 1135
  243 1120 1030  851  292  952  964  600  945  777  621]","[ 285 1011  484  513  279  617  469 1050  408  951 1136 1042 1132 1135
  243 1120 1030  851  292  952  964  600  945  777  621]"
5,19,27,"[ 661  385  974  659  133  824  975  753 1072  481  976  354  175  971
  969  663  785  966  440 1109 1181  844  490  854  973]","[ 661  385  974  659  133  824  975  753 1072  481  976  354  175  971
  969  663  785  966  440 1109 1181  844  490  854  973]"
6,19,33,"[ 313   80  586 1104  202  205  516  898  151  514   52  670  212 1185
   66   71  509  428  331  181  309  153  597  567  401]","[ 313   80  586 1104  202  205  516  898  151  514   52  670  212 1185
   66   71  509  428  331  181  309  153  597  567  401]"
7,19,37,"[ 878 1125   54  221  869   88  367  872  886  460  588  162  470   59
  749  894  445  164  222 1055  161  882 1014  887  160]","[ 878 1125   54  221  869   88  367  872  886  460  588  162  470   59
  749  894  445  164  222 1055  161  882 1014  887  160]"
8,19,40,"[ 752  978  532  893 1010  141 1156  139  137  140  224  769  134   82
  106 1102  822  787 1159  800  486  206 1038  793 1012]","[ 752  978  532  893 1010  141 1156  139  137  140  224  769  134   82
  106 1102  822  787 1159  800  486  206 1038  793 1012]"
9,19,41,"[ 847  583  241  512  786  772  290  907  244  272  368  372  294  666
  623 1153  271  671  119  247 1196 1099  602   89  577]","[ 847  583  241  512  786  772  290  907  244  272  368  372  294  666
  623 1153  271  671  119  247 1196 1099  602   89  577]"
10,19,43,"[  98 1024  305  527  334  655  321  156  914 1115 1023   47  730  701
  489  335  441  768  452  695  557  669  182  590  394]","[  98 1024  305  527  334  655  321  156  914 1115 1023   47  730  701
  489  335  441  768  452  695  557  669  182  590  394]"
11,19,44,"[ 942  143  531  197  383  376  903  386  194  552   50  839  662  235
  870  668  840 1064  261  277  163  462  380  560  114]","[ 942  143  531  197  383  376  903  386  194  552   50  839  662  235
  870  668  840 1064  261  277  163  462  380  560  114]"
12,19,47,"[ 209  396   34  480  982 1179   29 1180  389  558  520 1176 1175  738
  624  178   45  926  620   96  208  218  207   18 1065]","[ 209  396   34  480  982 1179   29 1180  389  558  520 1176 1175  738
  624  178   45  926  620   96  208  218  207   18 1065]"
13,19,49,"[ 458  437 1182  146  721  436  231 1074  360  195  809  270  723  447
    7   87  919  529  566  297 1041    0  548  913  238]","[ 458  437 1182  146  721  436  231 1074  360  195  809  270  723  447
    7   87  919  529  566  297 1041    0  548  913  238]"
14,19,59,"[  16 1179  520  620  688   37  690   45   38 1065  837  178  728  192
 1176  424   26  396   29   40  288   31  558  480  208]","[  16 1179  520  620  688   37  690   45   38 1065  837  178  728  192
 1176  424   26  396   29   40  288   31  558  480  208]"
15,19,70,"[   9  392  515 1094 1046  340 1073  418   21  258 1103  412  574 1101
   48 1061   17  758 1118   90 1053   85  803  956 1096]","[   9  392  515 1094 1046  340 1073  418   21  258 1103  412  574 1101
   48 1061   17  758 1118   90 1053   85  803  956 1096]"
16,19,71,"[ 272  944  316  154  372  368  374  262  907   89  247  666 1141  622
  290 1033 1100  241  875  119  786  676  582  577  512]","[ 272  944  316  154  372  368  374  262  907   89  247  666 1141  622
  290 1033 1100  241  875  119  786  676  582  577  512]"
17,19,78,"[ 860 1186 1026  812  810  341  157 1167  884 1015   68  337  471  443
  789  131 1166 1037 1098  741  615  929  361  472  619]","[ 860 1186 1026  812  810  341  157 1167  884 1015   68  337  471  443
  789  131 1166 1037 1098  741  615  929  361  472  619]"
18,19,86,"[  25  628  296  943  522  491 1049  371  426   49  343   48  412 1028
    9  956 1101  759  340  803   85 1107  758  172   17]","[  25  628  296  943  522  491 1049  371  426   49  343   48  412 1028
    9  956 1101  759  340  803   85 1107  758  172   17]"
19,19,96,"[ 889  468 1125  160  888   59  880  882  222  161  588   88  236  162
  167 1014  286  221  168  886  887 1198  463  749  470]","[ 889  468 1125  160  888   59  880  882  222  161  588   88  236  162
  167 1014  286  221  168  886  887 1198  463  749  470]"
0,20,3,"[ 425   20 1004  473  603  482 1043  720  477  686  639  936   72  684
  681  764 1044  632  638  275  474  937  673  934  935]","[ 425   20 1004  473  603  482 1043  720  477  686  639  936   72  684
  681  764 1044  632  638  275  474  937  673  934  935]"
1,20,4,"[1098 1015  150 1167 1026  337  789 1037  361   68 1157  157  196 1166
 1027 1133  702  362  741  712  387  780  226  929  339]","[1098 1015  150 1167 1026  337  789 1037  361   68 1157  157  196 1166
 1027 1133  702  362  741  712  387  780  226  929  339]"
2,20,15,"[ 187  765  794 1148 1173  397 1163  549  332   57 1151 1143 1105  961
  353  333 1149  345  940  268 1124 1147  816  653 1160]","[ 187  765  794 1148 1173  397 1163  549  332   57 1151 1143 1105  961
  353  333 1149  345  940  268 1124 1147  816  653 1160]"
3,20,19,"[ 117  833  767  732  709  122  629  715  925 1165 1139  742  834  724
 1021 1013 1164  506  121  707  836 1003  503  245  691]","[ 117  833  767  732  709  122  629  715  925 1165 1139  742  834  724
 1021 1013 1164  506  121  707  836 1003  503  245  691]"
4,20,20,"[ 858 1070  347  980  185  908  184  118 1084 1137  442  352  248  912
  356  355  415 1076  252  977  611  382 1071 1083 1079]","[ 858 1070  347  980  185  908  184  118 1084 1137  442  352  248  912
  356  355  415 1076  252  977  611  382 1071 1083 1079]"
5,20,40,"[ 106 1010 1159  978  137  752  224 1156  459  139   67  532  140   82
  769  787 1038  116  304  253  793 1162  774 1114  822]","[ 106 1010 1159  978  137  752  224 1156  459  139   67  532  140   82
  769  787 1038  116  304  253  793 1162  774 1114  822]"
6,20,43,"[ 523  830  452  156  557 1024  527  730  914  669  334  697  182   98
  642  590  165  685  489  335  655 1128  849  768 1115]","[ 523  830  452  156  557 1024  527  730  914  669  334  697  182   98
  642  590  165  685  489  335  655 1128  849  768 1115]"
7,20,55,"[ 956 1047   48   17  340   90 1118  522  419  491   85 1061  943  172
 1094 1049  965  418  446  759   14  258  687   21 1103]","[ 956 1047   48   17  340   90 1118  522  419  491   85 1061  943  172
 1094 1049  965  418  446  759   14  258  687   21 1103]"
8,20,58,"[856 191  50 840 261 931 535 299 383 668 386 540 235 462 211 616 896 984
 855 188 870 531 662 839 380]","[856 191  50 840 261 931 535 299 383 668 386 540 235 462 211 616 896 984
 855 188 870 531 662 839 380]"
9,20,59,"[ 624  837   18  424  208  736  690 1175  618   29  178 1176  209   16
  738   45   34 1179  620  254  192   26  480  453  979]","[ 624  837   18  424  208  736  690 1175  618   29  178 1176  209   16
  738   45   34 1179  620  254  192   26  480  453  979]"
10,20,64,"[ 870  531  383  798  560  211  194  848  188 1178  114  163  242  376
  120  903  232  896  855   50  250  942  540  256  299]","[ 870  531  383  798  560  211  194  848  188 1178  114  163  242  376
  120  903  232  896  855   50  250  942  540  256  299]"
11,20,67,"[ 196 1058   68 1126  712  779  157  884  339  472 1166  251  471  619
  341  364  533  810 1186  741 1157  361  362  789  702]","[ 196 1058   68 1126  712  779  157  884  339  472 1166  251  471  619
  341  364  533  810 1186  741 1157  361  362  789  702]"
12,20,73,"[ 743  595  625  115  962  431  357  938 1005  246   73  867  215  136
  791 1007  891  132  744  112  519  302  868  542 1174]","[ 743  595  625  115  962  431  357  938 1005  246   73  867  215  136
  791 1007  891  132  744  112  519  302  868  542 1174]"
13,20,74,"[ 267  831  483  109  283  593 1113  823  559  865   41  754  127  310
  813   27  612  278  737  863  819 1130 1001  826  198]","[ 267  831  483  109  283  593 1113  823  559  865   41  754  127  310
  813   27  612  278  737  863  819 1130 1001  826  198]"
14,20,75,"[ 855  560  856  235  616  839  114  277  984  840 1178 1064  531  197
  798  194  870  163  242  143  931  380  462  322  211]","[ 855  560  856  235  616  839  114  277  984  840 1178 1064  531  197
  798  194  870  163  242  143  931  380  462  322  211]"
15,20,81,"[ 712  150 1186 1037 1167  251 1098 1027  789  619  361  472  387  443
  806 1126  324  779  341  702  339 1058 1168 1036  226]","[ 712  150 1186 1037 1167  251 1098 1027  789  619  361  472  387  443
  806 1126  324  779  341  702  339 1058 1168 1036  226]"
16,20,82,"[ 201  684  673  295  638 1025  936  781 1194  632  764  473   28  711
 1044  204 1004  681   20  425  682 1043  639  934  802]","[ 201  684  673  295  638 1025  936  781 1194  632  764  473   28  711
 1044  204 1004  681   20  425  682 1043  639  934  802]"
17,20,88,"[1037  196 1123 1126  712  359  157  362  339  131  789  806  619 1015
 1098  361 1026  471  884  387  812 1157  150  533  780]","[1037  196 1123 1126  712  359  157  362  339  131  789  806  619 1015
 1098  361 1026  471  884  387  812 1157  150  533  780]"
18,20,92,"[  23  745  300  223  215 1007  868  962  867  369  431  829  112  542
   73 1174  136 1089  891  189  598  680  740  805  584]","[  23  745  300  223  215 1007  868  962  867  369  431  829  112  542
   73 1174  136 1089  891  189  598  680  740  805  584]"
19,20,98,"[ 756 1187  108  874  932  404  631  155  877  983  960   84  920  948
  910  988  395  989  422  811   92  274 1110  761  550]","[ 756 1187  108  874  932  404  631  155  877  983  960   84  920  948
  910  988  395  989  422  811   92  274 1110  761  550]"
0,21,2,"[ 420  694  234  801  985  993  144  103 1093  464  991 1097  994  804
 1051  939    8   58 1056  987  933  225 1045  280  665]","[ 420  694  234  801  985  993  144  103 1093  464  991 1097  994  804
 1051  939    8   58 1056  987  933  225 1045  280  665]"
1,21,16,"[ 181  509   71  410  567   81  630  478  586  113  240  516 1108  670
  596  313   64  398  456   66  601  171  597  505  428]","[ 181  509   71  410  567   81  630  478  586  113  240  516 1108  670
  596  313   64  398  456   66  601  171  597  505  428]"
2,21,18,"[ 162  886  878  468  882  889  203 1055  749  164  160  869  168  872
  573  887  167 1014  888  470  879  463  873  880  367]","[ 162  886  878  468  882  889  203 1055  749  164  160  869  168  872
  573  887  167 1014  888  470  879  463  873  880  367]"
3,21,26,"[ 409  455  853 1018  338  757  775  605  449  710  128  585  607  375
  556  776  349 1063  678   83  348  317  652  986  852]","[ 409  455  853 1018  338  757  775  605  449  710  128  585  607  375
  556  776  349 1063  678   83  348  317  652  986  852]"
4,21,33,"[1108  331  596 1104  202  428   64  171  313   66  509  205  153  181
  410  898  586  358  240  505   69  309  401  567  524]","[1108  331  596 1104  202  428   64  171  313   66  509  205  153  181
  410  898  586  358  240  505   69  309  401  567  524]"
5,21,36,"[ 459  106  137 1170  230  276   82 1162   10    6  134  722  787  893
 1038    1  206 1010 1188  532  800   97 1159  752  793]","[ 459  106  137 1170  230  276   82 1162   10    6  134  722  787  893
 1038    1  206 1010 1188  532  800   97 1159  752  793]"
6,21,38,"[  22 1039  225   58    8  933    3  284  464  993  808 1093  420  994
 1056  265  145  804  264  939  327 1045  665  227  508]","[  22 1039  225   58    8  933    3  284  464  993  808 1093  420  994
 1056  265  145  804  264  939  327 1045  665  227  508]"
7,21,39,"[ 706 1139  503  715  925  834 1062  691  704  818  833  790  213 1165
  941  784  122  705  649 1138  709  767  724 1164  506]","[ 706 1139  503  715  925  834 1062  691  704  818  833  790  213 1165
  941  784  122  705  649 1138  709  767  724 1164  506]"
8,21,40,"[ 752 1156  140  137 1114 1159  106  532 1102 1170  139   82   97  787
  788  893 1010  276 1038  134  793  224  769  206  318]","[ 752 1156  140  137 1114 1159  106  532 1102 1170  139   82   97  787
  788  893 1010  276 1038  134  793  224  769  206  318]"
9,21,52,"[ 574 1049 1046  943  687   21  770    9  522  491  412  340 1103 1094
 1053  343  965   48  479 1101   17  258   90 1096  446]","[ 574 1049 1046  943  687   21  770    9  522  491  412  340 1103 1094
 1053  343  965   48  479 1101   17  258   90 1096  446]"
10,21,60,"[ 452 1115  719  305  685   98  590  701  697  489 1024  658   42  321
  642  849 1116  394  335   35 1023  165  346  174  342]","[ 452 1115  719  305  685   98  590  701  697  489 1024  658   42  321
  642  849 1116  394  335   35 1023  165  346  174  342]"
11,21,61,"[957  33 693 263  43 111  95 679 746 967 406 700  24 699 714 995  11  94
 173 260  61 129 323 999 307]","[957  33 693 263  43 111  95 679 746 967 406 700  24 699 714 995  11  94
 173 260  61 129 323 999 307]"
12,21,71,"[ 847  373  512  316  272  315  368  262  413 1019  154  193  241  577
  370  676  290  622  623 1141  119  244  247  294  907]","[ 847  373  512  316  272  315  368  262  413 1019  154  193  241  577
  370  676  290  622  623 1141  119  244  247  294  907]"
13,21,80,"[ 248 1070  575 1087 1071  255  176  858 1079  355  904  980 1060 1085
  415  287  977 1082  184  352  382  996 1080 1077  972]","[ 248 1070  575 1087 1071  255  176  858 1079  355  904  980 1060 1085
  415  287  977 1082  184  352  382  996 1080 1077  972]"
14,21,83,"[ 773  139  774  787  793  893  769  722  253    6  140  134  752 1102
  439  116  788  216 1188   82  486  137 1038  532  318]","[ 773  139  774  787  793  893  769  722  253    6  140  134  752 1102
  439  116  788  216 1188   82  486  137 1038  532  318]"
15,21,84,"[ 611  123  356  442  858 1131 1172  415  255  977 1137  355  382 1083
  347 1084  996  287 1087 1085  876  555 1081  248  972]","[ 611  123  356  442  858 1131 1172  415  255  977 1137  355  382 1083
  347 1084  996  287 1087 1085  876  555 1081  248  972]"
16,21,90,"[ 564  517  510  762  675  291  303  946  568  578  282  651  731 1035
  636  579  177  640  166  645  859  647  634  511  502]","[ 564  517  510  762  675  291  303  946  568  578  282  651  731 1035
  636  579  177  640  166  645  859  647  634  511  502]"
17,21,96,"[ 869  186  470  748  164  168 1055  161  887   91  886  588 1014 1017
  889  236  466   54   88  167  286  573  528  872  445]","[ 869  186  470  748  164  168 1055  161  887   91  886  588 1014 1017
  889  236  466   54   88  167  286  573  528  872  445]"
18,21,97,"[1178  188   50  250  256  191  896  462  616  299  855  662  386  120
  197  931  535  540  792  163 1064  143  539  856  376]","[1178  188   50  250  256  191  896  462  616  299  855  662  386  120
  197  931  535  540  792  163 1064  143  539  856  376]"
19,21,99,"[ 232  554  383  942  235  277  261  931  197  120  668  662  616  191
  856  540  299  211  848  870 1122   50  539  188  143]","[ 232  554  383  942  235  277  261  931  197  120  668  662  616  191
  856  540  299  211  848  870 1122   50  539  188  143]"
0,22,1,"[ 502  644  646  166 1069  537  645  634  561  640  578  778  325  635
  656  657  563  643  581  291  651  510  636  564  511]","[ 502  644  646  166 1069  537  645  634  561  640  578  778  325  635
  656  657  563  643  581  291  651  510  636  564  511]"
1,22,2,"[ 694  420  234  801  985  993  144  464  103 1093 1097  939  991 1051
  994  933   58  804    8 1056  987  280   75    3   22]","[ 694  420  234  801  985  993  144  464  103 1093 1097  939  991 1051
  994  933   58  804    8 1056  987  280   75    3   22]"
2,22,4,"[1098 1026 1015 1027 1037  150  789   68 1167  712 1133  196 1157  339
  361  741  226  929  337  362 1166  359  364 1036 1168]","[1098 1026 1015 1027 1037  150  789   68 1167  712 1133  196 1157  339
  361  741  226  929  337  362 1166  359  364 1036 1168]"
3,22,14,"[ 175  832  976  975  974  421  970  958  739  661  850  210  440  969
  753  846  158  354  481  998  966  824 1181 1199  854]","[ 175  832  976  975  974  421  970  958  739  661  850  210  440  969
  753  846  158  354  481  998  966  824 1181 1199  854]"
