question,worker,answer
7,34,0
7,35,0
7,40,3
7,41,1
7,42,1
7,43,0
676,9,1
676,16,2
676,20,2
676,30,3
676,31,3
676,34,0
676,35,3
676,39,3
676,40,2
676,43,2
390,9,1
390,20,2
390,25,0
390,34,3
390,35,2
390,39,2
390,41,3
390,43,3
390,47,1
390,53,2
120,9,1
120,10,2
120,25,2
120,28,0
120,29,0
120,31,1
120,35,1
120,45,0
120,47,0
120,63,1
163,9,0
163,15,0
163,21,2
163,22,0
163,35,1
163,37,0
163,40,1
163,41,0
163,54,3
163,77,3
32,9,2
32,11,0
32,15,1
32,25,2
32,27,1
32,31,0
32,34,0
32,35,1
32,43,1
32,69,1
108,9,1
108,12,1
108,13,0
108,17,0
108,20,3
108,25,2
108,36,0
108,40,0
108,42,1
108,53,1
178,10,3
178,11,1
178,12,0
178,16,2
178,18,1
178,23,3
178,28,0
178,35,3
178,37,3
178,94,3
153,10,2
153,11,2
153,15,2
153,21,1
153,27,2
153,34,2
153,40,2
153,41,2
153,51,2
153,63,1
575,10,3
575,12,1
575,16,3
575,20,2
575,23,3
575,35,2
575,37,0
575,40,3
575,44,3
575,56,1
233,10,1
233,13,1
233,20,2
233,28,1
233,35,0
233,37,3
233,43,1
233,50,1
233,61,1
233,77,0
348,10,2
348,13,2
348,14,1
348,19,0
348,20,0
348,23,0
348,31,3
348,40,1
348,47,2
348,53,1
728,10,0
728,16,0
728,20,1
728,30,0
728,47,0
728,54,2
728,55,1
728,58,2
728,69,3
728,73,2
766,10,0
766,13,2
766,16,3
766,20,3
766,25,3
766,28,2
766,34,0
766,43,0
766,50,3
766,73,3
70,10,2
70,17,2
70,20,0
70,22,2
70,25,2
70,28,2
70,31,1
70,55,0
70,58,0
70,66,1
121,10,0
121,13,3
121,14,3
121,34,0
121,36,0
121,37,3
121,40,0
121,42,3
121,47,0
121,72,3
267,10,2
267,13,2
267,31,0
267,35,1
267,37,3
267,39,2
267,42,3
267,43,2
267,48,2
267,100,2
777,10,3
777,16,1
777,20,2
777,21,3
777,22,0
777,25,3
777,29,3
777,35,3
777,40,3
777,88,3
549,10,2
549,13,3
549,22,0
549,23,0
549,31,3
549,35,3
549,37,2
549,41,1
549,43,2
549,58,2
93,10,2
93,12,3
93,20,1
93,34,2
93,39,0
93,47,2
93,53,0
93,56,3
93,61,1
93,77,2
40,10,2
40,13,1
40,17,1
40,19,0
40,23,2
40,27,1
40,29,2
40,37,3
40,41,2
40,73,0
333,10,1
333,13,3
333,16,0
333,22,0
333,35,3
333,37,2
333,41,0
333,42,2
333,45,2
333,63,1
713,10,1
713,13,0
713,25,2
713,28,3
713,29,3
713,34,3
713,35,3
713,41,1
713,45,3
713,73,1
94,10,0
94,13,0
94,15,1
94,23,3
94,31,2
94,35,2
94,45,3
94,51,3
94,57,2
94,77,3
791,10,0
791,16,3
791,20,0
791,22,3
791,23,3
791,30,3
791,31,3
791,35,1
791,43,3
791,59,1
17,10,1
17,13,3
17,17,3
17,21,2
17,22,1
17,39,0
17,40,3
17,43,3
17,45,3
17,58,3
471,10,2
471,22,1
471,28,3
471,36,3
471,41,1
471,43,1
471,53,3
471,55,2
471,58,3
471,60,1
409,10,3
409,15,1
409,16,2
409,17,1
409,34,1
409,35,0
409,39,1
409,43,1
409,47,3
409,56,3
224,10,3
224,13,2
224,15,3
224,17,1
224,20,1
224,28,0
224,34,0
224,36,0
224,37,2
224,65,0
703,10,3
703,13,3
703,20,3
703,21,2
703,25,2
703,28,2
703,30,2
703,31,3
703,34,0
703,41,0
805,11,2
805,14,2
805,16,0
805,20,3
805,22,1
805,25,1
805,31,0
805,41,0
805,62,2
805,88,1
350,11,2
350,13,1
350,14,0
350,16,3
350,19,3
350,25,1
350,27,1
350,35,3
350,51,1
350,59,3
77,11,0
77,13,3
77,16,3
77,23,2
77,28,3
77,34,3
77,47,3
77,50,1
77,52,1
77,63,2
463,11,3
463,23,1
463,31,3
463,35,2
463,40,1
463,41,0
463,43,3
463,54,1
463,55,1
463,61,1
265,11,0
265,12,1
265,31,0
265,35,3
265,37,2
265,40,2
265,43,2
265,47,0
265,51,3
265,70,2
485,11,3
485,14,0
485,19,2
485,22,1
485,31,1
485,35,1
485,50,2
485,53,3
485,58,0
485,65,3
360,11,3
360,16,2
360,18,0
360,25,3
360,31,2
360,35,2
360,47,3
360,53,0
360,56,1
360,61,0
79,11,1
79,16,1
79,20,1
79,22,2
79,23,0
79,28,2
79,44,0
79,56,3
79,60,3
79,70,0
434,11,3
434,22,2
434,25,2
434,30,1
434,31,1
434,34,2
434,35,3
434,47,3
434,52,1
434,77,1
408,11,2
408,13,1
408,35,2
408,36,3
408,37,3
408,43,3
408,53,0
408,55,3
408,56,0
408,79,1
16,11,1
16,25,2
16,31,2
16,34,0
16,47,0
16,50,3
16,56,3
16,60,0
16,61,0
16,62,3
531,12,3
531,19,1
531,20,0
531,23,3
531,27,3
531,29,3
531,41,2
531,45,3
531,47,0
531,76,2
725,12,2
725,13,2
725,28,3
725,29,3
725,34,1
725,35,1
725,41,3
725,43,2
725,47,1
725,73,2
36,12,3
36,16,3
36,25,1
36,28,3
36,37,0
36,39,1
36,47,0
36,51,3
36,70,2
36,71,0
305,12,1
305,15,1
305,16,1
305,21,0
305,24,1
305,31,3
305,34,1
305,35,0
305,54,0
305,76,3
443,12,1
443,13,3
443,16,3
443,24,1
443,31,2
443,39,3
443,40,0
443,47,0
443,55,2
443,56,2
236,12,3
236,21,2
236,24,2
236,25,1
236,27,0
236,35,2
236,39,1
236,43,0
236,55,2
236,63,2
196,12,1
196,16,3
196,17,3
196,21,2
196,23,3
196,34,1
196,36,2
196,42,2
196,53,3
196,60,3
396,12,2
396,16,2
396,17,0
396,25,2
396,34,3
396,41,3
396,42,0
396,58,0
396,63,1
396,73,0
680,12,1
680,19,3
680,31,0
680,35,3
680,36,0
680,40,3
680,53,2
680,61,3
680,88,3
680,102,2
399,12,2
399,20,1
399,23,2
399,27,0
399,34,0
399,39,2
399,50,1
399,58,2
399,61,1
399,72,2
184,12,1
184,13,2
184,17,3
184,35,1
184,36,2
184,40,3
184,53,2
184,62,3
184,74,3
184,90,2
362,12,2
362,13,1
362,14,1
362,20,3
362,39,2
362,40,0
362,43,1
362,45,1
362,51,1
362,58,1
510,12,0
510,15,1
510,16,0
510,24,0
510,31,0
510,36,3
510,41,3
510,44,0
510,70,3
510,95,2
750,12,0
750,20,3
750,22,0
750,27,1
750,31,2
750,35,0
750,50,3
750,58,2
750,62,2
750,107,1
149,12,2
149,20,2
149,23,3
149,34,3
149,35,2
149,40,3
149,43,3
149,51,3
149,53,1
149,55,1
729,12,3
729,20,2
729,25,2
729,28,0
729,40,1
729,42,0
729,43,1
729,54,3
729,58,1
729,61,0
277,12,0
277,15,0
277,16,0
277,23,2
277,31,3
277,34,3
277,40,2
277,41,3
277,45,2
277,53,0
693,12,2
693,13,2
693,14,0
693,16,3
693,21,0
693,22,0
693,27,0
693,31,3
693,43,0
693,58,0
86,12,3
86,16,2
86,20,3
86,25,0
86,26,0
86,27,0
86,34,0
86,58,0
86,63,3
86,73,0
522,12,3
522,14,2
522,23,2
522,26,1
522,27,2
522,29,1
522,35,0
522,43,2
522,52,3
522,66,3
740,13,1
740,16,3
740,20,1
740,21,1
740,22,0
740,31,3
740,34,1
740,35,1
740,40,1
740,42,3
788,13,2
788,16,1
788,20,3
788,28,2
788,30,2
788,31,1
788,40,2
788,43,2
788,45,2
788,55,0
667,13,0
667,28,0
667,29,0
667,31,3
667,36,2
667,40,0
667,42,1
667,45,0
667,59,1
667,102,2
778,13,1
778,14,0
778,20,2
778,30,3
778,34,1
778,35,3
778,43,1
778,54,0
778,55,2
778,73,1
660,13,2
660,17,2
660,20,3
660,22,2
660,30,1
660,31,0
660,35,2
660,43,3
660,54,1
660,62,1
414,13,3
414,17,1
414,21,2
414,23,3
414,28,0
414,40,2
414,43,3
414,47,3
414,56,1
414,85,1
457,13,3
457,16,0
457,37,3
457,39,2
457,40,3
457,45,3
457,53,1
457,54,0
457,69,0
457,77,3
68,13,0
68,19,0
68,20,3
68,26,0
68,27,0
68,31,2
68,36,2
68,39,1
68,41,3
68,55,3
24,13,0
24,23,3
24,25,0
24,37,3
24,47,0
24,49,0
24,53,3
24,54,2
24,62,1
24,65,1
53,13,0
53,16,1
53,17,1
53,29,1
53,35,3
53,37,1
53,47,1
53,50,1
53,56,3
53,61,1
274,13,0
274,16,0
274,17,1
274,20,0
274,22,3
274,23,0
274,28,1
274,40,2
274,42,2
274,61,2
475,13,3
475,21,2
475,23,0
475,34,2
475,39,2
475,40,0
475,41,3
475,51,0
475,63,0
475,90,0
103,13,3
103,16,3
103,21,0
103,25,2
103,31,3
103,40,1
103,49,0
103,55,3
103,61,1
103,62,1
61,13,1
61,19,0
61,23,3
61,35,0
61,40,3
61,43,3
61,51,3
61,62,3
61,63,0
61,82,1
664,13,3
664,20,3
664,21,0
664,25,3
664,31,0
664,37,0
664,40,2
664,43,2
664,65,3
664,69,1
519,13,1
519,16,3
519,23,2
519,29,2
519,31,3
519,35,3
519,43,1
519,55,1
519,58,1
519,76,2
597,13,1
597,16,0
597,21,3
597,22,2
597,27,2
597,31,0
597,43,2
597,53,1
597,63,0
597,77,0
717,13,1
717,14,1
717,16,2
717,20,2
717,22,2
717,42,3
717,43,3
717,53,3
717,54,1
717,55,1
657,13,2
657,16,3
657,17,1
657,20,2
657,22,3
657,29,3
657,40,3
657,43,3
657,53,1
657,107,3
404,13,1
404,20,3
404,22,0
404,28,0
404,35,1
404,54,2
404,56,0
404,74,2
404,76,3
404,90,2
410,13,2
410,16,1
410,31,3
410,34,2
410,35,2
410,41,0
410,43,2
410,53,1
410,56,3
410,90,3
198,13,3
198,20,0
198,25,2
198,28,1
198,30,2
198,37,2
198,43,2
198,53,0
198,54,0
198,94,2
89,13,2
89,16,2
89,22,1
89,31,3
89,34,3
89,35,2
89,48,3
89,58,3
89,59,0
89,61,1
759,14,1
759,21,1
759,31,3
759,34,3
759,35,1
759,43,1
759,45,1
759,58,1
759,60,1
759,66,0
321,14,0
321,16,2
321,29,0
321,30,0
321,31,3
321,34,2
321,35,0
321,40,0
321,50,0
321,76,2
385,14,1
385,15,0
385,16,3
385,17,2
385,21,2
385,36,0
385,37,2
385,41,0
385,56,3
385,78,3
484,14,2
484,16,3
484,19,1
484,20,0
484,26,2
484,28,0
484,34,3
484,35,2
484,55,0
484,88,0
642,15,1
642,16,1
642,27,0
642,30,0
642,34,0
642,35,3
642,42,2
642,54,3
642,58,0
642,72,3
503,16,3
503,17,1
503,19,2
503,35,1
503,37,3
503,39,1
503,56,3
503,63,1
503,89,1
503,97,3
508,16,1
508,22,2
508,25,0
508,34,2
508,35,0
508,40,3
508,43,2
508,53,1
508,58,1
508,95,2
417,16,1
417,20,2
417,26,3
417,28,2
417,31,3
417,34,0
417,35,3
417,40,0
417,43,0
417,55,3
626,16,1
626,21,1
626,22,2
626,23,3
626,29,3
626,30,0
626,31,2
626,34,3
626,43,3
626,58,3
764,16,1
764,21,1
764,22,2
764,28,2
764,34,2
764,35,1
764,41,1
764,42,2
764,43,2
764,61,2
214,16,2
214,17,0
214,20,3
214,21,2
214,27,1
214,28,3
214,29,1
214,34,1
214,39,3
214,47,0
589,16,0
589,21,3
589,31,0
589,32,1
589,34,1
589,35,1
589,39,3
589,41,1
589,50,2
589,55,1
802,19,1
802,20,0
802,21,1
802,22,2
802,25,2
802,29,2
802,30,1
802,39,3
802,41,0
802,50,3
264,19,1
264,21,1
264,28,2
264,39,2
264,40,3
264,52,1
264,53,2
264,67,3
264,90,0
264,99,1
661,19,0
661,25,2
661,28,1
661,39,1
661,45,1
661,50,1
661,53,3
661,59,1
661,65,1
661,73,1
258,19,2
258,20,0
258,23,2
258,25,1
258,32,2
258,34,3
258,35,0
258,47,1
258,51,3
258,55,3
559,20,1
559,22,3
559,25,2
559,27,1
559,41,3
559,50,1
559,65,3
559,69,1
559,73,2
559,76,1
74,20,3
74,22,2
74,25,0
74,29,1
74,31,3
74,35,2
74,37,2
74,39,0
74,44,3
74,86,1
4,20,2
4,23,0
4,24,2
4,25,0
4,26,0
4,27,0
4,28,3
4,29,0
4,30,0
4,31,2
357,20,2
357,24,2
357,25,0
357,31,3
357,40,1
357,52,0
357,53,1
357,62,0
357,78,1
357,90,1
154,20,2
154,21,0
154,22,0
154,34,0
154,43,0
154,53,3
154,55,0
154,56,2
154,61,0
154,90,2
490,20,3
490,21,2
490,22,3
490,31,0
490,35,0
490,39,3
490,41,2
490,43,1
490,53,1
490,58,2
284,25,0
284,31,3
284,39,2
284,42,3
284,47,0
284,51,1
284,52,0
284,56,3
284,60,1
284,67,1
195,30,3
195,35,0
195,36,3
195,42,3
195,43,3
195,47,3
195,54,3
195,55,1
195,58,1
195,94,1
